timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662119385715,10,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119385713,15,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,13,0,0
1662119385725,6,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385728,7,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385731,7,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,7,0,0
1662119385736,4,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,4,0,0
1662119385738,5,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,5,0,0
1662119385743,8,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385740,12,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,12,0,0
1662119385752,7,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385754,5,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119385760,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385760,5,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,5,0,0
1662119385764,6,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=9,6,0,0
1662119385765,6,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,6,0,0
1662119385771,8,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=9,8,0,0
1662119385772,9,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,9,0,0
1662119385781,5,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119385780,7,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385786,5,GET Author,200,OK,Endurance Testing 1-1,text,true,,333,183,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=10,5,0,0
1662119385788,5,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119385792,4,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,274,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=10,4,0,0
1662119385793,8,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=1,7,0,0
1662119385797,7,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385801,7,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=1,7,0,0
1662119385804,7,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385811,6,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=2,6,0,0
1662119385808,10,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119385817,5,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=2,5,0,0
1662119385818,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385822,12,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,10,0,0
1662119385823,11,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=3,11,0,0
1662119385834,7,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=3,7,0,0
1662119385834,7,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385841,5,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=4,5,0,0
1662119385841,7,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385846,3,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=4,3,0,0
1662119385848,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385850,6,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385852,7,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=5,7,0,0
1662119385856,4,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385859,4,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=5,4,0,0
1662119385863,9,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119385872,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385860,17,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,17,0,0
1662119385877,4,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,4,0,0
1662119385876,6,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,6,0,0
1662119385882,4,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,4,0,0
1662119385881,8,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385886,9,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385890,6,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385896,5,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,5,0,0
1662119385895,7,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385901,4,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,4,0,0
1662119385902,7,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=9,7,0,0
1662119385905,9,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119385910,6,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=9,6,0,0
1662119385915,4,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385919,10,GET Author,200,OK,Endurance Testing 1-1,text,true,,333,183,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=10,10,0,0
1662119385916,15,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119385930,4,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,274,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=10,4,0,0
1662119385931,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385935,8,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=1,8,0,0
1662119385934,10,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,9,0,0
1662119385943,5,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=1,5,0,0
1662119385944,5,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119385949,5,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119385950,9,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=2,9,0,0
1662119385954,5,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119385960,4,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=3,4,0,0
1662119385959,8,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=2,8,0,0
1662119385964,5,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=3,5,0,0
1662119385969,8,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119385967,16,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,15,0,0
1662119385977,6,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119385983,4,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119385984,6,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=5,6,0,0
1662119385990,4,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=5,4,0,0
1662119385987,10,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=4,10,0,0
1662119385994,9,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119385997,8,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=4,8,0,0
1662119386004,6,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119386006,7,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119386010,5,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,5,0,0
1662119386013,3,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,3,0,0
1662119386015,6,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,6,0,0
1662119386017,8,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,8,0,0
1662119386021,8,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119386029,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119386025,9,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,9,0,0
1662119386033,8,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,8,0,0
1662119386035,11,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,11,0,0
1662119386041,6,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,6,0,0
1662119386047,6,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119386047,7,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119386054,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119386058,4,GET Author,200,OK,Endurance Testing 1-2,text,true,,333,183,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=10,4,0,0
1662119386054,10,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=9,10,0,0
1662119386064,4,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=9,4,0,0
1662119386063,10,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,274,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=10,10,0,0
1662119386068,8,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119386076,6,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119386073,13,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,12,0,0
1662119386082,6,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=1,6,0,0
1662119386086,6,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119386088,5,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=1,5,0,0
1662119386092,4,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=2,4,0,0
1662119386096,6,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=2,6,0,0
1662119386093,12,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,11,0,0
1662119386106,3,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,3,0,0
1662119386102,8,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119386109,5,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=3,5,0,0
1662119386111,4,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119386114,4,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=3,4,0,0
1662119386115,6,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=4,6,0,0
1662119386118,8,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119386121,9,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=4,9,0,0
1662119386127,3,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,3,0,0
1662119386131,4,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=5,4,0,0
1662119386130,8,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,63507,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119386135,6,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=5,6,0,0
1662119386139,3,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,3,0,0
1662119386143,4,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,4,0,0
1662119386141,9,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,8,0,0
1662119386147,7,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=6,7,0,0
1662119386150,4,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,4,0,0
1662119386155,4,GET Author,200,OK,Endurance Testing 1-1,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,4,0,0
1662119386154,6,GET All Authors,200,OK,Endurance Testing 1-2,text,true,,31723,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,6,0,0
1662119386160,5,POST Authors,200,OK,Endurance Testing 1-2,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,5,0,0
1662119386159,9,DELETE Author,200,OK,Endurance Testing 1-1,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=7,9,0,0
1662119386165,5,GET Author,200,OK,Endurance Testing 1-2,text,true,,330,182,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,5,0,0
1662119386170,4,DELETE Author,200,OK,Endurance Testing 1-2,,true,,211,272,2,2,https://testapp-appservice.azurewebsites.net/api/Authors/?id=8,4,0,0
1662119386168,9,GET All Authors,200,OK,Endurance Testing 1-1,text,true,,47615,176,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
1662119386177,7,POST Authors,200,OK,Endurance Testing 1-1,text,true,,262,260,2,2,https://testapp-appservice.azurewebsites.net/api/Authors,7,0,0
